time,ax,ay,az,wx,wy,wz
0.006,-0.03,-0.01,0.18,-0.01,-0.02,0
0.007,-0.03,-0.01,0.18,0,-0.01,0
0.007,-0.03,-0.01,0.18,0,-0.01,0
0.007,-0.03,-0.01,0.18,0,-0.01,0
0.007,-0.03,-0.01,0.18,0,-0.01,0
0.007,-0.03,-0.01,0.18,0,0,0
0.007,-0.03,-0.01,0.18,0,0,0
0.008,-0.03,-0.01,0.18,0,0,0
0.008,-0.01,-0.01,0.23,0,0,0
0.008,-0.02,-0.01,0.23,0,0,0
0.008,-0.02,-0.01,0.23,0,0,0
0.008,-0.02,-0.01,0.23,0,0,0
0.014,-0.02,-0.01,0.23,0,0,0
0.014,-0.02,-0.01,0.23,0,0.01,0
0.014,-0.02,-0.01,0.23,0.01,0.01,0
0.014,0,0,0.24,0.01,0.01,0
0.016,0,0,0.24,0,0.01,0
0.018,0,0,0.24,0,0.01,0
0.02,0,0,0.24,0,0.01,0
0.023,0,0,0.24,0.01,0.01,0
0.024,0.02,0.01,0.2,0.01,0.01,0
0.025,0.02,0.01,0.2,0.01,0.01,0
0.026,0.02,0.01,0.2,0,0.01,0
0.035,0.02,0.01,0.2,0.01,0.01,0
0.036,0.02,0.01,0.2,0,0.01,0
0.046,0.02,0.01,0.2,0,0.01,0
0.046,0.02,0.01,0.2,0,0,0
0.047,0.02,0.01,0.2,0,0,0
0.047,0.02,0.01,0.2,0,0,0
0.047,0.02,0.01,0.2,0,0,0
0.047,0.02,0.01,0.2,0,0,0
0.047,0.02,0.01,0.2,0,0,0
0.047,0.05,0.01,0.21,0,0,0
0.047,0.05,0.01,0.21,0,0,0
0.048,0.05,0.01,0.21,0,0,0
0.049,0.05,0.01,0.21,0,0,0
0.05,0.05,0.01,0.21,0,0,0
0.054,0.05,0.01,0.21,-0.01,-0.01,0
0.054,0.05,0.01,0.19,-0.01,-0.01,0
0.055,0.05,0.01,0.19,0,-0.01,0
0.056,0.05,0.01,0.19,0,-0.01,0
0.058,0.05,0.01,0.19,0,-0.01,0
0.062,0.05,0.01,0.19,0,-0.01,0
0.063,0.05,0.01,0.19,-0.01,-0.01,0
0.063,0.04,-0.01,0.2,-0.01,-0.01,0
0.064,0.04,-0.01,0.2,0,-0.01,0
