time,ax,ay,az,wx,wy,wz
0.001,0.05,-0.04,0.21,0,0,0
0.002,0.05,-0.04,0.21,0,0,0
0.002,0.05,-0.04,0.21,0,0.01,0
0.002,0.05,-0.04,0.21,0.01,0.01,0
0.002,0.03,0.02,0.23,0.01,0.01,0
0.004,0.03,0.02,0.23,0.01,0.02,0
0.005,0.03,0.02,0.23,0.01,0.02,0
0.009,0.03,0.02,0.23,0.01,0.03,0
0.023,0.03,0.02,0.23,0.02,0.03,0
0.023,0.03,0.02,0.23,0.02,0.03,0
0.024,0.03,0.02,0.23,0.02,0.03,0
0.024,0.03,0.02,0.23,0.02,0.03,0
0.024,0.03,0.02,0.23,0.01,0.03,0
0.024,0.03,0.02,0.23,0.02,0.03,0
0.024,0.03,0.02,0.23,0.02,0.03,0
0.024,0,0.05,0.19,0.02,0.03,0
0.025,0.01,0.05,0.19,0.02,0.03,0
0.025,0.01,0.05,0.19,0.01,0.03,0
0.032,0.01,0.05,0.19,0.01,0.03,0
0.032,0.01,0.05,0.19,0.01,0.03,0
0.033,0.01,0.05,0.19,0.01,0.03,0
0.033,-0.01,0.04,0.19,0.01,0.03,0
0.033,-0.01,0.04,0.19,0.01,0.02,0
0.034,-0.01,0.04,0.19,0.01,0.02,0
0.036,-0.01,0.04,0.19,0.01,0.01,0
0.037,-0.01,0.04,0.19,0,0.01,0
0.041,-0.01,0.04,0.19,0,0,0
0.041,0.02,0.01,0.18,0,0,0
0.041,0.02,0.01,0.18,0,0,0
0.044,0.02,0.01,0.18,0,0,0
0.046,0.02,0.01,0.18,-0.01,0,0
0.047,0.02,0.01,0.18,-0.01,-0.01,0
0.063,0.02,0.01,0.18,-0.01,-0.01,0
0.064,0.02,0.01,0.18,-0.01,-0.02,0
0.064,0.02,0.01,0.18,-0.01,-0.02,0
0.064,0.02,0.01,0.18,-0.01,-0.03,0
0.064,0.02,0.01,0.18,-0.01,-0.03,0
0.064,0.02,0.01,0.18,-0.01,-0.03,0
0.065,0.02,0.01,0.18,-0.01,-0.03,0
0.065,0.03,0.01,0.21,-0.01,-0.03,0
0.065,0.03,0.01,0.21,-0.01,-0.03,0
0.065,0.03,0.01,0.21,-0.01,-0.03,0
0.065,0.03,0.01,0.21,-0.01,-0.02,0
0.066,0.03,0.01,0.21,-0.01,-0.02,0
0.067,0.03,0.01,0.21,-0.01,-0.02,0
0.071,0.03,0.01,0.21,-0.01,-0.02,0
0.071,0.02,-0.01,0.23,-0.01,-0.02,0
0.071,0.02,-0.01,0.23,-0.01,-0.02,0
0.075,0.02,-0.01,0.23,-0.01,-0.02,0
0.076,0.02,-0.01,0.23,-0.01,-0.02,0
0.078,0.02,-0.01,0.23,-0.01,-0.02,0
0.08,0.02,-0.01,0.23,-0.01,-0.01,0
0.081,0.01,-0.01,0.23,-0.01,-0.01,0
0.082,0.01,-0.01,0.23,0,-0.01,0
0.084,0.01,-0.01,0.23,0,-0.01,0
0.086,0.01,-0.01,0.23,0,-0.01,0
0.087,0.01,-0.01,0.23,0,0,0
0.103,0.01,-0.01,0.23,0,0,0
0.104,0.01,-0.01,0.23,0.01,0.01,0
0.104,0.01,-0.01,0.23,0.01,0.01,0
0.104,0.01,-0.01,0.23,0.01,0.01,0
0.104,0.01,-0.01,0.23,0.01,0.01,0
0.104,0.01,-0.01,0.23,0.01,0.01,0
0.105,0.01,-0.01,0.23,0.01,0.01,0
0.105,0.01,0,0.22,0.01,0.01,0
0.105,0.01,0,0.22,0.01,0.01,0
0.105,0.01,0,0.22,0.01,0.01,0
0.105,0.01,0,0.22,0.01,0.01,0
0.108,0.01,0,0.22,0.01,0.01,0
0.112,0.01,0,0.22,0.01,0.02,0
0.112,0,0.02,0.21,0.01,0.02,0
0.112,0,0.02,0.21,0.01,0.02,0
0.114,0,0.02,0.21,0.01,0.02,0
0.116,0,0.02,0.21,0.01,0.02,0
0.118,0,0.02,0.21,0,0.01,0
0.12,0,0.02,0.21,0.01,0.02,0
0.121,-0.01,0.05,0.2,0.01,0.02,0
0.121,-0.01,0.05,0.2,0.01,0.01,0
0.124,-0.01,0.05,0.2,0.01,0.01,0
0.126,-0.01,0.05,0.2,0,0.01,0
0.127,-0.01,0.05,0.2,0,0.01,0
0.143,-0.01,0.05,0.2,0,0.01,0
0.144,-0.01,0.05,0.2,0,0,0
0.144,-0.01,0.05,0.2,0,0,0
0.144,-0.01,0.05,0.2,0,0,0
0.144,-0.01,0.05,0.2,0,0,0
0.144,-0.01,0.05,0.2,0,0,0
0.144,-0.01,0.05,0.2,0,0,0
0.145,0.01,0.02,0.21,0,0,0
0.145,0.01,0.02,0.21,0,0,0
0.145,0.01,0.02,0.21,0,-0.01,0
0.146,0.01,0.02,0.21,-0.01,-0.01,0
0.147,0.01,0.02,0.21,-0.01,-0.01,0
0.151,0.01,0.02,0.21,-0.01,-0.01,0
0.151,0.02,0.01,0.19,-0.01,-0.01,0
0.152,0.02,0.01,0.19,-0.01,-0.01,0
0.154,0.02,0.01,0.19,-0.01,-0.01,0
0.155,0.02,0.01,0.19,-0.01,-0.01,0
0.158,0.02,0.01,0.19,-0.01,-0.01,0
0.16,0.02,0.01,0.19,-0.01,-0.01,0
0.161,0.04,-0.02,0.22,-0.01,-0.01,0
0.162,0.04,-0.02,0.22,-0.01,-0.01,0
0.164,0.04,-0.02,0.22,-0.01,-0.01,0
0.166,0.04,-0.02,0.22,-0.01,-0.01,0
0.167,0.04,-0.02,0.22,-0.01,-0.01,0
0.184,0.04,-0.02,0.22,0,-0.01,0
0.184,0.04,-0.02,0.22,0,0,0
0.184,0.04,-0.02,0.22,0,0,0
0.184,0.04,-0.02,0.22,0,0,0
0.185,0.04,-0.02,0.22,0,0,0
0.185,0.04,-0.02,0.22,0,-0.01,0
0.185,0.04,-0.02,0.22,0,-0.01,0
0.185,0.04,-0.02,0.22,0,0,0
0.185,0.02,-0.01,0.21,0,0,0
0.186,0.02,-0.01,0.21,0,0,0
0.186,0.02,-0.01,0.21,0,0,0
0.186,0.02,-0.01,0.21,0,0,0
0.187,0.02,-0.01,0.21,0,0,0
0.199,0.02,-0.01,0.21,0,0,0
0.199,0.01,0,0.23,0,0,0
0.199,0.01,0,0.23,0,0.01,0
0.199,0.01,0,0.23,0,0,0
0.2,0.01,0,0.23,0,0.01,0
0.2,0.01,0,0.23,0.01,0.01,0
0.201,0.01,0,0.23,0.01,0.01,0
0.201,0.03,0.02,0.22,0.01,0.01,0
0.201,0.03,0.02,0.22,0.01,0.01,0
0.203,0.03,0.02,0.22,0.01,0.01,0
0.206,0.03,0.02,0.22,0.01,0.01,0
0.208,0.03,0.02,0.22,0,0.01,0
0.222,0.03,0.02,0.22,0,0.01,0
0.223,0.03,0.02,0.22,0,0.01,0
0.225,0.03,0.02,0.22,0.01,0.01,0
0.226,0.03,0.02,0.22,0.01,0.01,0
0.226,0.03,0.02,0.22,0.01,0.01,0
0.226,0.03,0.02,0.22,0.01,0.01,0
0.226,0.03,0.02,0.22,0,0.01,0
0.226,-0.02,0.05,0.22,0,0.01,0
0.226,-0.02,0.05,0.22,0,0.01,0
0.226,-0.02,0.05,0.22,0,0.01,0
0.227,-0.02,0.05,0.22,0,0,0
0.232,-0.02,0.05,0.22,0,0.01,0
0.233,-0.02,0.05,0.22,0,0,0
0.233,-0.02,0.04,0.19,0,0,0
0.233,-0.02,0.04,0.19,0,0,0
0.234,-0.02,0.04,0.19,0,0,0
0.236,-0.02,0.04,0.19,0,0,0
0.237,-0.02,0.04,0.19,0,0,0
